Id,IdMerchant,TransactionTime,CumsumAmount,CumsumTotal,Uniusers
422948,SUPER INTER,18,9499084,86,83
411808,DESPEGAR COLOMBIA,11,9553760,9,9
228439,PRICESMART COLOMBIA,14,9580339,38,38
381756,ARTURO CALLE,14,9585500,45,44
386850,DESPEGAR COLOMBIA,12,9589016,12,11
163407,JUMBO,10,9655860,62,61
263411,ADIDAS,17,9679930,35,34
186188,AGENCIA DE SEGUROS FALABELLA,12,9710140,19,19
413492,TICKET FAST,15,9785900,27,27
247024,VIAJES FALABELLA,15,9845800,6,6
231566,VIAJES FALABELLA,14,9845800,6,6
216108,VIAJES FALABELLA,13,9845800,6,6
264044,AMWAY COLOMBIA,17,9898331,23,22
419146,SUPER INTER,19,10032739,93,90
419726,EASY,15,10034906,43,42
422720,PEPE GANGA,15,10084765,81,80
400057,EPK KIDSMART,17,10101402,102,99
391729,ELA,18,10120905,78,77
425119,ALMACENES LA 14,12,10175625,106,101
414685,ALIEXPRESS,15,10183846,82,68
398132,UBER,5,10191629,862,506
277337,TIENDA PLAZA CENTRAL,17,10214282,4,4
425885,METRO,16,10250814,78,74
412972,LA 14 - ALMACENES,15,10269933,70,65
425649,AMAZON,12,10271308,54,43
419367,TICKET FAST,16,10366100,31,31
401796,STUDIO F,17,10518247,49,49
230964,TIENDA PLAZA CENTRAL AM,14,10553881,36,33
390422,AGENCIA DE SEGUROS FALABELLA,13,10593350,22,22
202151,AMAZON,13,10649465,57,46
394064,ALIEXPRESS,16,10697052,94,80
181637,PAYU PAGOSONLINE,11,10757875,49,47
390536,UBER,6,10854548,918,542
396882,AVIANCA,6,10902037,22,21
391797,LATAM AIRLINES COLOMBIA,16,10921215,39,36
374327,PRICESMART,11,10973898,26,26
393994,EASY,16,11211266,50,49
216353,ZARA,13,11302378,60,59
393135,ADIDAS,18,11329440,42,41
395136,SUPERMERCADO MERCACENTRO,18,11369830,77,73
382903,AGENCIA DE SEGUROS FALABELLA,14,11371770,24,24
424479,COMCEL,12,11433060,72,72
418464,ELA,19,11518595,95,94
263639,ALIEXPRESS,17,11765736,100,85
277246,TICKET FAST,17,11782100,34,34
392231,EPK KIDSMART,18,11878982,118,115
424405,PRICESMART COLOMBIA,15,11954373,43,43
405825,INTERNET,11,12004135,27,25
390843,LA 14 - ALMACENES,16,12106932,85,80
272167,LATAM AIRLINES COLOMBIA,17,12173215,42,39
386027,ELA,20,12192385,103,102
109959,AVIANCA,7,12210667,26,25
155463,ALKOSTO,10,12228007,29,28
353776,SUPER INTER,22,12234586,107,104
386918,SUPER INTER,20,12234586,107,104
369234,SUPER INTER,23,12234586,107,105
338318,SUPER INTER,21,12234586,107,104
392464,TICKET FAST,18,12239300,37,37
130682,FALABELLA,8,12255055,25,23
413829,UBER,7,12266214,1039,618
417583,TIENDA PLAZA CENTRAL,18,12350262,5,5
308253,TIENDA PLAZA CENTRAL,19,12350262,5,5
323711,TIENDA PLAZA CENTRAL,20,12350262,5,5
425526,ALIEXPRESS,18,12353406,108,91
205475,DESPEGAR COLOMBIA,13,12355420,17,15
412081,COSMOPOLITAN CASINO,19,12400000,9,3
394516,PEPE GANGA,16,12506415,106,105
309016,WWW.AVIANCA.COM,19,12515533,1,1
247184,WWW.AVIANCA.COM,15,12515533,1,1
278100,WWW.AVIANCA.COM,17,12515533,1,1
293558,WWW.AVIANCA.COM,18,12515533,1,1
339932,WWW.AVIANCA.COM,21,12515533,1,1
324474,WWW.AVIANCA.COM,20,12515533,1,1
355390,WWW.AVIANCA.COM,22,12515533,1,1
262642,WWW.AVIANCA.COM,16,12515533,1,1
370848,WWW.AVIANCA.COM,23,12515533,1,2
411112,DESPEGAR COLOMBIA,14,12525420,23,20
391054,EASY,17,12542854,57,56
195280,MAKRO,12,12549916,39,39
287625,LATAM AIRLINES COLOMBIA,18,12574335,43,40
425254,PAYU,4,12619800,522,522
403613,ALIEXPRESS,19,12724113,115,98
424261,FALABELLA TITAN,12,12789004,45,40
414447,TICKET FAST,19,12825000,40,40
408989,ZARA,14,12872478,69,68
204618,COMCEL,13,12894701,85,85
402344,JUMBO CENCOSUD,18,13131239,62,60
303083,LATAM AIRLINES COLOMBIA,19,13169065,46,42
415094,TIENDA PLAZA CENTRAL AM,15,13363576,49,45
389123,ALIEXPRESS,20,13375787,126,106
273021,METRO,17,13409244,95,91
409951,AMAZON,14,13417237,64,52
393178,STUDIO F,18,13470238,59,59
421618,CARULLA,12,13568992,128,121
372316,VIVA COLOMBIA,9,13578761,40,37
180636,MOVISTAR,11,13642219,62,62
346594,ELA,22,13692960,108,107
362052,ELA,23,13692960,108,108
397718,ELA,21,13692960,108,107
394020,EASY,18,13696328,64,63
391750,PEPE GANGA,17,13758795,122,120
164686,MERCADOPAGO COLOMBIA,10,13789551,57,56
385939,ADIDAS,19,13838555,48,47
410642,SUPERMERCADO MERCACENTRO,19,13888490,86,82
380928,ALMACENES LA 14,13,13932488,135,128
386763,TICKET FAST,20,14025000,43,43
411916,ARTURO CALLE,15,14029100,71,69
390998,ADIDAS,20,14072395,49,48
395127,UBER,8,14117391,1206,708
414479,EPK KIDSMART,19,14180092,137,134
419739,AGENCIA DE SEGUROS FALABELLA,15,14276866,29,29
421745,PAYU PAGOSONLINE,12,14335103,62,60
417595,ADIDAS,21,14394935,51,50
413646,STUDIO F,19,14406545,63,63
379236,ALIEXPRESS,21,14449087,137,116
376986,ADIDAS,22,14501100,52,51
200133,TIQUETESBARATOS.COM,12,14581557,26,26
414094,AMAZON,15,14628361,68,55
370690,VIAJES HC,23,14630002,3,4
425794,VIAJES HC,20,14630002,3,3
339774,VIAJES HC,21,14630002,3,3
355232,VIAJES HC,22,14630002,3,3
318541,LATAM AIRLINES COLOMBIA,20,14642735,50,46
416397,ADIDAS,23,14671050,53,52
373414,TICKET FAST,21,14720000,45,45
398155,TICKET FAST,22,14787200,46,46
369994,TICKET FAST,23,14787200,46,47
150192,OLIMPICA,9,14806389,116,110
289903,PEPE GANGA,18,14850615,135,133
390220,SUPERMERCADO MERCACENTRO,20,14889240,90,86
424419,INTERNET,12,14986577,34,32
271839,LA 14 - ALMACENES,17,15126442,106,100
384756,EPK KIDSMART,20,15333372,149,146
346763,EPK KIDSMART,22,15333372,149,146
362221,EPK KIDSMART,23,15333372,149,147
331305,EPK KIDSMART,21,15333372,149,146
180144,MERCADOPAGO COLOMBIA,11,15346865,69,68
425174,AMAZON,16,15445026,75,62
402014,COSMOPOLITAN CASINO,20,15450000,11,4
412820,EASY,19,15466320,70,69
344117,COSMOPOLITAN CASINO,22,15500000,12,5
359575,COSMOPOLITAN CASINO,23,15500000,12,6
328659,COSMOPOLITAN CASINO,21,15500000,12,5
401549,PAYU,5,15543800,639,639
423125,STUDIO F,20,15554081,69,69
419682,JUMBO CENCOSUD,19,15596599,69,65
401958,ALIEXPRESS,22,15619722,148,126
410927,COMCEL,14,15645043,97,97
196094,MOVISTAR,12,15739377,79,79
413288,PEPE GANGA,19,15803465,145,143
390109,PAYU,6,15922200,655,655
382025,PAYU PAGOSONLINE,13,16082938,69,67
410305,PAYU,7,16129400,663,665
353678,STUDIO F,22,16154191,70,70
369136,STUDIO F,23,16154191,70,71
425537,STUDIO F,21,16154191,70,70
385345,EASY,20,16168351,76,75
210738,MAKRO,13,16315159,55,55
425357,AGENCIA DE SEGUROS FALABELLA,16,16327216,36,36
360801,EASY,23,16368351,77,77
345343,EASY,22,16368351,77,76
329885,EASY,21,16368351,77,76
386876,VIVA COLOMBIA,10,16369492,49,46
354627,TIENDA PLAZA CENTRAL,22,16474244,6,6
370085,TIENDA PLAZA CENTRAL,23,16474244,6,7
391980,TIENDA PLAZA CENTRAL,21,16474244,6,6
371001,UBER,9,16515447,1398,809
383206,LATAM AIRLINES COLOMBIA,21,16623748,56,52
393931,PAYU,8,16646300,684,688
416920,SUPERMERCADO MERCACENTRO,21,16694630,94,90
263478,AGENCIA DE SEGUROS FALABELLA,17,16694976,37,37
401298,PRICESMART,12,16726944,39,39
387831,PEPE GANGA,20,16847965,152,150
393298,METRO,18,17079588,111,107
421193,COMCEL,15,17086179,106,106
422336,LA 14 - ALMACENES,18,17187544,131,125
369400,SUPERMERCADO MERCACENTRO,23,17200927,95,92
380753,SUPERMERCADO MERCACENTRO,22,17200927,95,91
408980,ALMACENES LA 14,14,17282606,165,156
422411,PAYU,9,17311600,710,719
351735,PEPE GANGA,22,17319465,154,152
392559,PEPE GANGA,21,17319465,154,152
367193,PEPE GANGA,23,17319465,154,153
387075,AGENCIA DE SEGUROS FALABELLA,18,17427596,40,40
203860,CARULLA,13,17548527,160,153
424859,VIAJES FALABELLA,16,17592564,10,10
277940,VIAJES FALABELLA,17,17592564,10,10
393062,AVIANCA,8,17672068,45,43
394581,ALIEXPRESS,23,17709586,158,137
349457,LATAM AIRLINES COLOMBIA,22,17730208,62,58
377279,AMAZON,17,17740695,85,72
381690,INTERNET,13,17752956,44,42
279441,AMAZON,18,17824096,87,74
391853,AMWAY COLOMBIA,18,17884830,32,31
294960,AMWAY COLOMBIA,19,17971677,33,32
389456,LATAM AIRLINES COLOMBIA,23,18067748,64,61
404677,MOVISTAR,13,18134311,85,85
409695,COMCEL,16,18152957,114,114
386632,PAYU,10,18424800,726,737
422564,JUMBO CENCOSUD,20,18437435,80,76
415032,ZARA,15,18636178,94,93
375751,UBER,10,18639758,1598,913
375978,AGENCIA DE SEGUROS FALABELLA,19,18711926,43,43
379783,JUMBO CENCOSUD,21,18734245,85,81
373069,JUMBO CENCOSUD,22,18786265,86,82
364363,JUMBO CENCOSUD,23,18786265,86,83
226196,MAKRO,14,18815164,68,68
402534,MOVISTAR,14,18816724,88,88
391783,TIENDA PLAZA CENTRAL AM,16,18935637,70,66
388458,AMWAY COLOMBIA,20,18937542,35,34
414320,ALMACENES LA 14,15,19009032,183,172
425043,ARTURO CALLE,16,19075500,87,85
385266,AMWAY COLOMBIA,21,19093079,36,35
341334,AMWAY COLOMBIA,22,19093079,36,35
356792,AMWAY COLOMBIA,23,19093079,36,36
236391,DESPEGAR COLOMBIA,15,19132214,28,25
414202,MOVISTAR,15,19176934,90,90
405499,PAYU,11,19209345,754,768
366132,MOVISTAR,23,19233861,92,93
319758,MOVISTAR,20,19233861,92,92
335216,MOVISTAR,21,19233861,92,92
409438,MOVISTAR,16,19233861,92,92
288842,MOVISTAR,18,19233861,92,92
350674,MOVISTAR,22,19233861,92,92
304300,MOVISTAR,19,19233861,92,92
273384,MOVISTAR,17,19233861,92,92
251849,DESPEGAR COLOMBIA,16,19269833,29,26
267307,DESPEGAR COLOMBIA,17,19318042,30,27
224818,INTERNET,14,19367000,50,48
215591,TIQUETESBARATOS.COM,13,19486667,35,34
197091,PAYU,12,19624145,763,779
398093,AGENCIA DE SEGUROS FALABELLA,20,19737956,46,46
325310,AGENCIA DE SEGUROS FALABELLA,21,19737956,46,46
340768,AGENCIA DE SEGUROS FALABELLA,22,19737956,46,46
356226,AGENCIA DE SEGUROS FALABELLA,23,19737956,46,47
413020,AMAZON,19,19817238,93,80
178865,JUMBO,11,19836955,117,115
402130,PAYU,13,19865145,772,795
410782,LA 14 - ALMACENES,19,20006873,147,141
305727,PRICE TRAVEL BARRANQU,19,20011020,1,1
367559,PRICE TRAVEL BARRANQU,23,20011020,1,2
243895,PRICE TRAVEL BARRANQU,15,20011020,1,1
197521,PRICE TRAVEL BARRANQU,12,20011020,1,1
274811,PRICE TRAVEL BARRANQU,17,20011020,1,1
336643,PRICE TRAVEL BARRANQU,21,20011020,1,1
228437,PRICE TRAVEL BARRANQU,14,20011020,1,1
290269,PRICE TRAVEL BARRANQU,18,20011020,1,1
259353,PRICE TRAVEL BARRANQU,16,20011020,1,1
212979,PRICE TRAVEL BARRANQU,13,20011020,1,1
352101,PRICE TRAVEL BARRANQU,22,20011020,1,1
321185,PRICE TRAVEL BARRANQU,20,20011020,1,1
182063,PRICE TRAVEL BARRANQU,11,20011020,1,1
417948,METRO,19,20068747,129,125
228007,PAYU,14,20101245,781,810
386566,AMAZON,20,20251920,96,82
427090,PAYU,15,20335145,792,828
405376,UBER,11,20495662,1785,1011
389391,PRICESMART COLOMBIA,16,20534202,50,50
394699,PAYU,16,20616375,803,844
384993,CARULLA,14,20623792,195,187
427071,INTERNET,15,20624505,57,55
427516,FALABELLA,9,20835355,41,38
394156,INTERNET,16,20959758,61,59
195602,MERCADOPAGO COLOMBIA,12,21044374,87,84
392825,PAYU,17,21050045,812,859
161474,EXITO,10,21122296,148,141
384567,DESPEGAR COLOMBIA,18,21136990,31,28
403014,PRICESMART,13,21169734,55,52
384719,METRO,20,21289568,141,137
392287,PAYU,18,21303045,822,878
413060,PAYU PAGOSONLINE,14,21376798,76,74
350311,METRO,22,21562177,145,141
334853,METRO,21,21562177,145,141
365769,METRO,23,21562177,145,142
412267,PAYU,19,21675745,835,901
402764,MERCADOPAGO COLOMBIA,13,21716873,95,92
373419,AVIANCA,9,21837848,59,55
413894,DESPEGAR COLOMBIA,19,21965473,36,33
377909,VIVA COLOMBIA,11,21984655,69,64
417457,AMAZON,21,22166335,101,86
165650,OLIMPICA,10,22183457,194,186
274813,PRICESMART COLOMBIA,17,22219095,57,57
389719,ALMACENES LA 14,16,22430380,210,196
402009,DESPEGAR COLOMBIA,20,22450147,38,35
418641,MAKRO,15,22520234,79,78
200387,UBER,12,22533697,1974,1116
329139,DESPEGAR COLOMBIA,21,22561185,40,37
389209,PAYU,20,22603245,847,923
387033,LA 14 - ALMACENES,20,22672512,162,155
385940,DESPEGAR COLOMBIA,22,22765261,42,39
376642,DESPEGAR COLOMBIA,23,22770261,43,40
324314,VIAJES FALABELLA,20,22822934,12,12
293398,VIAJES FALABELLA,18,22822934,12,12
355230,VIAJES FALABELLA,22,22822934,12,12
339772,VIAJES FALABELLA,21,22822934,12,12
308856,VIAJES FALABELLA,19,22822934,12,12
370688,VIAJES FALABELLA,23,22822934,12,13
266450,COMCEL,17,22826101,128,128
371106,PAYU,21,23062860,855,942
399528,AMAZON,22,23228212,106,90
391834,PRICESMART COLOMBIA,18,23261071,62,62
423130,CARULLA,15,23296765,231,222
387056,COMCEL,18,23310595,133,133
297366,COMCEL,19,23310595,133,133
343740,COMCEL,22,23310595,133,133
312824,COMCEL,20,23310595,133,133
359198,COMCEL,23,23310595,133,134
328282,COMCEL,21,23310595,133,133
351671,PAYU,22,23326760,866,963
375486,PAYU,23,23622860,871,970
264257,ARTURO CALLE,17,23694600,108,106
305729,PRICESMART COLOMBIA,19,24226155,68,68
391925,AMAZON,23,24311472,113,98
271192,INTERNET,17,24481854,69,67
415611,PRICESMART COLOMBIA,20,24536755,69,69
393243,UBER,13,24733544,2192,1252
333671,LA 14 - ALMACENES,21,24935928,173,166
385039,MERCADOPAGO COLOMBIA,14,24938372,111,108
352103,PRICESMART COLOMBIA,22,24971494,71,71
398413,PRICESMART COLOMBIA,21,24971494,71,71
367561,PRICESMART COLOMBIA,23,24971494,71,72
424946,PAYU PAGOSONLINE,15,25151432,86,84
364587,LA 14 - ALMACENES,23,25338299,174,168
395273,LA 14 - ALMACENES,22,25338299,174,167
424891,ZARA,16,25435578,127,125
228438,PRICESMART,14,25540240,72,68
277338,TIENDA PLAZA CENTRAL AM,17,25755774,91,87
380968,FALABELLA TITAN,13,25807551,72,64
391497,MAKRO,16,25920584,90,88
384757,TIQUETESBARATOS.COM,14,25927707,41,40
422786,ARTURO CALLE,18,26088900,123,121
401167,ALKOSTO,11,26488687,58,57
389559,PAYU PAGOSONLINE,16,26765509,95,93
393860,CARULLA,16,26890100,253,243
385259,ALMACENES LA 14,17,27155488,249,233
416354,AVIANCA,10,27652617,78,73
414621,MERCADOPAGO COLOMBIA,15,27744769,121,116
274385,PAYU PAGOSONLINE,17,27789125,100,97
412197,TIQUETESBARATOS.COM,15,27897927,48,47
279833,AUTOMOTORES COMERC A,18,27990000,1,1
357123,AUTOMOTORES COMERC A,23,27990000,1,2
374904,AUTOMOTORES COMERC A,16,27990000,1,1
326207,AUTOMOTORES COMERC A,21,27990000,1,1
295291,AUTOMOTORES COMERC A,19,27990000,1,1
264375,AUTOMOTORES COMERC A,17,27990000,1,1
310749,AUTOMOTORES COMERC A,20,27990000,1,1
341665,AUTOMOTORES COMERC A,22,27990000,1,1
384729,UBER,14,28141995,2448,1406
420869,MAKRO,17,28218409,101,99
411976,ARTURO CALLE,19,28221000,139,136
394753,MERCADOPAGO COLOMBIA,16,28516859,131,126
424666,VIVA COLOMBIA,12,28695950,91,84
243896,PRICESMART,15,29133903,89,85
194323,JUMBO,12,29164283,170,165
390027,ARTURO CALLE,20,29936100,149,146
397179,INTERNET,18,30015469,73,71
405616,INTERNET,19,30201669,76,74
377477,MERCADOPAGO COLOMBIA,17,30382802,143,137
385470,INTERNET,20,30388769,80,78
131689,HOMECENTER,8,30473051,118,102
357005,ARTURO CALLE,23,30857000,152,150
341547,ARTURO CALLE,22,30857000,152,149
326089,ARTURO CALLE,21,30857000,152,149
386139,CARULLA,17,30937622,294,283
385630,ZARA,17,31210778,151,148
389438,INTERNET,21,31518739,82,80
423251,ALMACENES LA 14,18,31548308,275,258
171791,AVIANCA,11,31555637,97,90
348482,INTERNET,22,31574239,83,81
405485,OLIMPICA,11,31665816,283,271
390206,INTERNET,23,31713096,85,84
414410,UBER,15,31886304,2718,1568
389758,MAKRO,18,32023726,113,111
423462,TIENDA PLAZA CENTRAL AM,18,32892818,113,108
385118,PAYU PAGOSONLINE,18,33245318,111,108
393212,MERCADOPAGO COLOMBIA,18,33469282,158,151
401675,PAYU PAGOSONLINE,19,33536613,114,111
425183,TIQUETESBARATOS.COM,16,33610907,60,59
416818,PAYU PAGOSONLINE,20,33836624,119,116
413210,ALMACENES LA 14,19,34481067,304,285
411403,MAKRO,19,34524924,126,124
384806,CARULLA,18,34530701,335,323
411732,VIVA COLOMBIA,13,34699231,102,95
419699,MERCADOPAGO COLOMBIA,19,35122032,168,161
389647,UBER,16,35133268,2986,1756
336217,PAYU PAGOSONLINE,21,35425908,125,122
319266,MERCADOPAGO COLOMBIA,20,35573222,174,167
390276,MAKRO,20,35879375,136,134
334402,MAKRO,21,35879375,136,134
365318,MAKRO,23,35879375,136,135
349860,MAKRO,22,35879375,136,134
391349,PRICESMART,16,35879704,107,102
411793,FALABELLA TITAN,14,36019652,109,99
334724,MERCADOPAGO COLOMBIA,21,36265711,177,170
411258,TIENDA PLAZA CENTRAL AM,19,36615580,126,120
423514,PAYU PAGOSONLINE,22,36761518,130,127
293643,ZARA,18,36913578,169,166
367133,PAYU PAGOSONLINE,23,37089498,131,129
411330,CARULLA,19,37193727,371,359
350182,MERCADOPAGO COLOMBIA,22,37233478,184,177
412839,VIVA COLOMBIA,14,37336275,115,108
385533,ALMACENES LA 14,20,37423978,332,313
385730,UBER,17,37851750,3229,1914
176932,EXITO,11,37906559,253,240
412513,JUMBO,13,38029815,212,204
424850,AVIANCA,12,38482291,116,107
277423,TIQUETESBARATOS.COM,17,38881627,70,69
341224,ALMACENES LA 14,22,38913224,347,328
325766,ALMACENES LA 14,21,38913224,347,328
356682,ALMACENES LA 14,23,38913224,347,329
247093,VIVA COLOMBIA,15,39093378,124,117
388386,MERCADOPAGO COLOMBIA,23,39639175,190,184
392128,UBER,18,40644430,3478,2092
387727,CARULLA,20,40678010,396,384
384651,TIENDA PLAZA CENTRAL AM,20,40733904,140,133
413594,ZARA,19,41873993,191,186
372348,CARULLA,21,42135583,411,399
274812,PRICESMART,17,42210209,127,122
421634,TIQUETESBARATOS.COM,18,42617207,74,73
399853,CARULLA,22,42828554,422,410
358440,CARULLA,23,42838554,423,412
202707,AVIANCA,13,42962218,127,117
196566,OLIMPICA,12,43278455,380,362
354628,TIENDA PLAZA CENTRAL AM,22,43846015,146,139
415188,TIENDA PLAZA CENTRAL AM,21,43846015,146,139
370086,TIENDA PLAZA CENTRAL AM,23,43846015,146,140
413300,UBER,19,44088291,3769,2312
385453,ZARA,20,44221193,201,196
355475,ZARA,22,44390993,202,197
384579,ZARA,21,44390993,202,197
370933,ZARA,23,44390993,202,198
394237,VIVA COLOMBIA,16,44436742,139,131
423945,TIQUETESBARATOS.COM,19,44600677,78,77
424296,ALKOSTO,12,44868290,95,93
323797,TIQUETESBARATOS.COM,20,46268567,83,82
372716,TIQUETESBARATOS.COM,21,46989207,85,84
388377,UBER,20,47821625,4068,2564
421006,VIVA COLOMBIA,17,48067338,157,149
390189,PRICESMART,18,49424690,153,147
393388,VIVA COLOMBIA,18,49662430,167,159
411114,JUMBO,14,49920642,268,257
400759,TIQUETESBARATOS.COM,22,50231807,87,86
