Id,IdMerchant,TransactionTime,CumsumAmount,CumsumTotal,Uniusers
371578,UBER,21,51632867,4370,2832
415052,FALABELLA TITAN,15,52734756,145,132
413921,VIVA COLOMBIA,19,53428070,181,173
411111,AVIANCA,14,53566763,151,139
396905,TIQUETESBARATOS.COM,23,53686417,93,93
400748,UBER,22,55239155,4667,3118
388552,VIVA COLOMBIA,20,55414915,190,182
212024,OLIMPICA,13,55911103,459,438
412318,ALKOSTO,13,56422003,118,115
390688,UBER,23,58247430,4898,3350
375044,VIVA COLOMBIA,21,58798116,201,193
414518,PRICESMART,19,59209370,184,175
414803,JUMBO,15,61550139,337,325
399402,VIVA COLOMBIA,22,62924336,212,204
227482,OLIMPICA,14,64019326,533,505
387766,PRICESMART,20,64181242,200,191
404110,VIVA COLOMBIA,23,64583243,220,213
418150,AVIANCA,15,64829373,166,153
367560,PRICESMART,23,64894912,201,193
377742,PRICESMART,21,64894912,201,192
352102,PRICESMART,22,64894912,201,192
425108,EXITO,12,66390026,402,381
393227,AVIANCA,16,67475673,181,168
425934,JUMBO,16,68946017,389,377
393654,FALABELLA TITAN,16,69510240,189,173
414711,OLIMPICA,15,74163907,597,567
410338,ALKOSTO,14,76472157,156,153
264539,AVIANCA,17,77814761,196,181
377619,JUMBO,17,79174809,458,444
161598,FALABELLA,10,82156235,182,172
269810,FALABELLA TITAN,17,82326489,227,209
389934,AVIANCA,18,83188405,209,194
425952,OLIMPICA,16,83822479,671,638
207848,EXITO,13,85607837,537,513
391341,JUMBO,18,93043744,531,515
412950,ALKOSTO,15,93084828,188,184
413920,AVIANCA,19,94442219,224,209
273856,OLIMPICA,17,97049507,781,745
410999,EXITO,14,100888035,655,628
423138,FALABELLA TITAN,18,102835308,277,258
413231,JUMBO,19,105068396,594,577
147147,HOMECENTER,9,108966665,409,376
386138,AVIANCA,20,109287266,242,227
390497,ALKOSTO,16,113102255,228,222
391928,OLIMPICA,18,113113318,889,850
420025,FALABELLA TITAN,19,113384211,313,293
388954,JUMBO,20,115209083,660,642
388728,FALABELLA TITAN,20,118592977,336,316
414275,EXITO,15,120807255,804,768
371707,JUMBO,21,121227199,693,675
364361,JUMBO,23,121520686,695,678
348903,JUMBO,22,121520686,695,677
377294,AVIANCA,21,124262116,255,240
347100,FALABELLA TITAN,22,124372724,344,324
362558,FALABELLA TITAN,23,124372724,344,325
374020,FALABELLA TITAN,21,124372724,344,324
403376,AVIANCA,22,129187571,274,258
413249,OLIMPICA,19,129836847,992,953
389455,AVIANCA,23,131635171,282,267
263669,ALKOSTO,17,138290329,275,268
388369,OLIMPICA,20,140246002,1077,1036
393795,EXITO,16,143525936,945,906
379308,OLIMPICA,21,145692832,1115,1074
419671,OLIMPICA,22,146274927,1120,1079
392591,OLIMPICA,23,146383930,1122,1082
392002,ALKOSTO,18,153273964,304,297
269680,EXITO,17,164039413,1080,1038
413655,ALKOSTO,19,176214817,339,332
385201,ALKOSTO,20,190959822,365,358
423153,EXITO,18,193144529,1249,1205
340959,ALKOSTO,22,197890081,376,369
372188,ALKOSTO,21,197890081,376,369
417153,ALKOSTO,23,198310006,377,370
413297,EXITO,19,218607464,1412,1367
390211,EXITO,20,232325238,1527,1482
371673,EXITO,21,238949152,1568,1523
162605,HOMECENTER,10,239240475,854,798
401324,EXITO,22,239601875,1573,1528
395290,EXITO,23,240179545,1575,1530
177056,FALABELLA,11,241383832,516,485
425225,FALABELLA,12,392453322,974,920
405433,HOMECENTER,11,414451839,1424,1339
381052,FALABELLA,13,548623984,1388,1299
425158,HOMECENTER,12,580730350,1964,1865
384696,FALABELLA,14,690324168,1808,1687
412377,HOMECENTER,13,724262431,2419,2305
224437,HOMECENTER,14,856522341,2869,2744
414463,FALABELLA,15,872586803,2356,2193
414485,HOMECENTER,15,1029018085,3421,3271
393541,FALABELLA,16,1101764660,2963,2760
393972,HOMECENTER,16,1216344404,4002,3834
427390,FALABELLA,17,1376245658,3650,3399
427699,HOMECENTER,17,1444026109,4663,4481
384692,FALABELLA,18,1590471309,4300,4002
391430,HOMECENTER,18,1635198603,5258,5070
413248,FALABELLA,19,1797314386,4907,4575
413578,HOMECENTER,19,1818423787,5833,5633
388703,HOMECENTER,20,1949274336,6202,5996
388304,FALABELLA,20,1987184192,5339,4996
348101,HOMECENTER,22,1999999628,6349,6143
363559,HOMECENTER,23,1999999628,6349,6144
371854,HOMECENTER,21,1999999628,6349,6143
373187,FALABELLA,21,2032663683,5481,5138
426221,FALABELLA,22,2032748074,5482,5139
362552,FALABELLA,23,2032748074,5482,5140
